age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,Interests,Looking for,Language
45,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,47,United-States,<=50K,games,things to do,Pashto
17,Private,11th,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K,community,things to do,Somali
47,Private,Some-college,Separated,Other-service,Unmarried,White,Female,0,0,16,*,<=50K,music,things to do,Somali
24,Private,HS-grad,Separated,Other-service,Unmarried,White,Male,0,0,50,*,>50K,food,market place,Bengali
49,Private,*,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico,<=50K,games,things to do,Hindi
21,Private,Some-college,Never-married,Sales,Wife,White,Female,0,0,40,United-States,<=50K,music,forum,Bari
21,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K,football,meet people,Somali
52,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Unmarried,White,Male,4796,0,60,United-States,>50K,pets,meet people,Belarussian
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,music,things to do,Hindi
36,Private,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,Mexico,<=50K,music,market place,Belarussian
30,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,0,0,35,Mexico,<=50K,cooking,market place,Arabics
34,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,*,<=50K,community,advice,English
32,Private,Bachelors,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,1690,45,United-States,<=50K,literature,hangouts,Belarussian
41,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,54,United-States,>50K,coding,things to do,Hindi
40,Self-emp-not-inc,*,Never-married,Prof-specialty,Wife,White,Female,15024,0,40,United-States,>50K,art,market place,Spanish
36,Private,Some-college,Separated,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K,cooking,forum,Bari
32,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,40,United-States,>50K,coding,forum,Belarussian
61,Self-emp-not-inc,HS-grad,*,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K,cooking,things to do,Russian
64,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,<=50K,art,hangouts,Ukranian
39,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1854,50,United-States,>50K,coding,advice,Ukranian
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,tours,market place,Tamil
34,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K,football,advice,Hindi
59,Private,10th,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,cooking,market place,Ukranian
34,nan,*,Separated,nan,Unmarried,Asian-Pac-Islander,Female,0,0,54,United-States,<=50K,art,things to do,Spanish
19,nan,Some-college,Never-married,nan,Own-child,White,Female,0,0,35,United-States,<=50K,tours,forum,Dari
65,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,coding,meet people,Bari
19,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0,0,25,United-States,<=50K,cooking,market place,Ukranian
26,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K,basketball,market place,Pashto
90,Local-gov,11th,Married-civ-spouse,Other-service,Husband,White,Male,7298,0,40,United-States,<=50K,music,advice,Belarussian
49,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,cooking,market place,Dari
42,Private,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,languages,meet people,Tamil
59,Private,*,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,literature,forum,Hindi
33,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,literature,forum,English
62,nan,Bachelors,Divorced,nan,Not-in-family,White,Male,0,0,5,United-States,<=50K,pets,hangouts,Bari
61,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K,music,advice,Dari
24,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,0,0,16,United-States,<=50K,literature,hangouts,Belarussian
41,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,0,0,44,United-States,<=50K,food,forum,Hindi
67,State-gov,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K,community,market place,Spanish
66,Private,Some-college,Widowed,Sales,Unmarried,White,Female,0,0,50,United-States,>50K,basketball,market place,Bengali
50,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,>50K,basketball,meet people,Spanish
50,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K,literature,meet people,Somali
39,Local-gov,Assoc-voc,Separated,Adm-clerical,Wife,White,Female,0,0,38,United-States,<=50K,pets,things to do,English
35,Private,Masters,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K,art,advice,Bengali
56,Self-emp-inc,HS-grad,Never-married,Sales,Husband,*,Male,0,0,50,United-States,>50K,food,meet people,Russian
68,nan,HS-grad,Divorced,nan,Not-in-family,White,Female,2879,0,35,United-States,<=50K,food,hangouts,Hindi
53,nan,Bachelors,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K,games,meet people,Bari
34,Private,10th,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,*,<=50K,coding,advice,Dari
30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,music,advice,Ukranian
36,Private,*,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,8,Mexico,<=50K,tours,things to do,English
56,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,games,things to do,Ukranian
71,nan,HS-grad,Widowed,nan,Not-in-family,White,Female,0,0,20,United-States,<=50K,community,meet people,Dari
75,Self-emp-not-inc,*,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K,cooking,advice,English
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,games,forum,Bengali
27,Private,HS-grad,Never-married,Farming-fishing,Wife,White,Female,0,0,54,United-States,>50K,coding,market place,Arabics
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,languages,advice,Russian
35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,languages,hangouts,English
58,Federal-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,basketball,forum,Belarussian
29,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Not-in-family,Black,Male,0,0,45,United-States,<=50K,cooking,market place,Spanish
46,Federal-gov,10th,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,languages,advice,Dari
36,Private,HS-grad,Separated,Other-service,Unmarried,Black,Female,0,0,30,*,<=50K,pets,things to do,Arabics
44,Self-emp-inc,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,languages,hangouts,Somali
20,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K,literature,forum,Bari
42,Private,Bachelors,Widowed,Other-service,Wife,White,Female,0,1890,40,*,>50K,art,advice,Pashto
29,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,70,United-States,>50K,languages,forum,Pashto
52,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K,cooking,advice,Pashto
23,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,tours,forum,Hindi
49,Private,Bachelors,Widowed,Sales,Wife,White,Female,0,0,40,United-States,>50K,cooking,advice,Arabics
26,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,<=50K,food,hangouts,Russian
52,Private,10th,Divorced,Farming-fishing,Unmarried,White,Female,0,0,40,nan,<=50K,languages,market place,Bengali
21,nan,Assoc-acdm,Never-married,nan,Own-child,White,Male,0,0,40,United-States,<=50K,football,advice,Russian
21,Private,*,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,games,advice,Belarussian
25,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K,literature,things to do,Bengali
53,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,57,United-States,<=50K,community,advice,Arabics
34,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,basketball,meet people,Ukranian
35,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,music,forum,English
52,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K,football,advice,English
33,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,literature,meet people,Tamil
27,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,65,United-States,<=50K,art,hangouts,Spanish
41,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,games,forum,Belarussian
58,Private,HS-grad,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,*,<=50K,tours,hangouts,Arabics
57,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,99999,0,40,United-States,>50K,food,advice,English
50,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,football,market place,Belarussian
32,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,cooking,meet people,Somali
30,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,games,hangouts,Hindi
24,Private,Some-college,Never-married,Sales,Own-child,*,Female,0,0,40,United-States,<=50K,languages,forum,Arabics
49,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,football,market place,Hindi
32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,coding,forum,Pashto
47,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,cooking,advice,Dari
27,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,coding,meet people,Somali
30,Self-emp-not-inc,Some-college,Separated,Craft-repair,Own-child,White,Male,0,0,60,United-States,>50K,cooking,market place,Dari
37,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,>50K,basketball,things to do,Arabics
20,Private,Some-college,Never-married,Craft-repair,Own-child,Black,Female,0,0,40,*,<=50K,food,forum,Spanish
62,Self-emp-not-inc,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K,football,forum,Arabics
31,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,>50K,languages,advice,Dari
31,nan,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,tours,advice,Tamil
38,Private,Bachelors,Separated,Prof-specialty,Wife,White,Female,15024,0,40,United-States,>50K,languages,forum,Bari
20,nan,Some-college,Never-married,nan,Own-child,White,Female,0,0,25,United-States,<=50K,basketball,advice,Belarussian
22,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,54,United-States,<=50K,basketball,market place,Belarussian
27,Private,HS-grad,Never-married,Sales,Own-child,Black,Male,0,0,60,United-States,<=50K,languages,things to do,Pashto
53,Private,HS-grad,Widowed,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K,community,forum,Bari
37,Self-emp-not-inc,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,tours,market place,Arabics
57,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K,football,market place,Bari
28,Private,Some-college,Separated,Sales,Wife,White,Female,4302,0,25,United-States,<=50K,music,advice,Bari
59,State-gov,Assoc-voc,Separated,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K,literature,advice,Arabics
58,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,0,0,20,United-States,<=50K,community,advice,Spanish
22,Private,*,Never-married,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K,cooking,market place,Tamil
39,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,Black,Male,7687,0,54,United-States,>50K,football,market place,English
22,Local-gov,*,Never-married,nan,Unmarried,Black,Female,0,0,36,United-States,<=50K,pets,hangouts,Dari
40,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,community,things to do,Hindi
29,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,food,advice,Dari
23,Private,Some-college,Never-married,Farming-fishing,Unmarried,White,Male,0,0,45,United-States,<=50K,art,forum,Spanish
34,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,games,meet people,Ukranian
45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,53,United-States,>50K,literature,hangouts,Dari
24,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K,literature,market place,Spanish
37,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,music,meet people,Russian
31,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,54,United-States,<=50K,art,meet people,Somali
51,Federal-gov,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,84,United-States,<=50K,cooking,things to do,Bengali
36,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,art,meet people,Russian
23,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,cooking,advice,Pashto
51,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K,languages,advice,Spanish
49,Private,11th,Never-married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,food,hangouts,Arabics
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,United-States,<=50K,art,hangouts,Tamil
38,Private,Bachelors,Separated,Handlers-cleaners,Unmarried,White,Female,1880,0,40,United-States,<=50K,languages,advice,Arabics
34,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Own-child,White,Female,0,1740,45,United-States,<=50K,pets,market place,Bari
21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,literature,forum,Bengali
24,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K,art,forum,Ukranian
63,Federal-gov,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,games,meet people,Pashto
44,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,pets,forum,Tamil
33,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K,football,things to do,Arabics
47,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,pets,market place,Dari
50,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,4064,0,54,United-States,<=50K,languages,advice,Russian
58,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K,football,forum,English
36,Private,Bachelors,Separated,Exec-managerial,Wife,White,Female,0,1977,30,United-States,>50K,literature,advice,Arabics
52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2043,40,United-States,<=50K,art,meet people,Tamil
38,Self-emp-not-inc,HS-grad,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,tours,forum,Tamil
42,Local-gov,Masters,*,Protective-serv,Other-relative,White,Female,0,0,25,Mexico,<=50K,coding,things to do,Belarussian
31,Private,Some-college,Married-civ-spouse,Other-service,Husband,Black,Male,0,1600,55,*,>50K,food,hangouts,Arabics
25,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,tours,meet people,Bengali
43,Private,*,Divorced,Prof-specialty,Not-in-family,White,Male,99999,0,40,United-States,>50K,literature,meet people,Belarussian
40,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K,football,hangouts,Pashto
30,nan,HS-grad,Never-married,nan,Not-in-family,White,Female,0,0,44,United-States,<=50K,football,market place,Dari
37,Private,Assoc-acdm,Never-married,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K,literature,advice,Belarussian
40,Private,Some-college,Never-married,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K,cooking,market place,Tamil
23,Private,Some-college,Never-married,Craft-repair,Own-child,Black,Female,0,0,40,United-States,<=50K,languages,things to do,Russian
25,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,football,market place,Hindi
